시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 오산시 가수동,106-1,106,1,가수주공,46.65,202206,11,"22,000",5,1990,가수1로 13,,중개거래,경기 오산시
경기도 오산시 갈곶동,715,715,0,대주피오레,84.9888,202206,4,"30,000",1,2010,경기대로 52-21,,중개거래,경기 용인처인구
경기도 오산시 갈곶동,220,220,0,동부,60,202206,7,"24,000",11,2000,경기대로25번길 16,,중개거래,경기 오산시
경기도 오산시 갈곶동,220,220,0,동부,84.995,202206,14,"32,500",10,2000,경기대로25번길 16,,중개거래,경기 오산시
경기도 오산시 갈곶동,220,220,0,동부,101.541,202206,21,"34,000",18,2000,경기대로25번길 16,,직거래,-
경기도 오산시 갈곶동,220,220,0,동부,59.94,202206,23,"26,000",11,2000,경기대로25번길 16,,중개거래,"경기 오산시, 경기 화성시"
경기도 오산시 갈곶동,220,220,0,동부,60,202206,27,"26,000",2,2000,경기대로25번길 16,,중개거래,경기 오산시
경기도 오산시 갈곶동,713,713,0,오산KCC스위첸,84.9756,202206,2,"39,200",5,2010,오산로 49-5,,중개거래,경기 오산시
경기도 오산시 갈곶동,713,713,0,오산KCC스위첸,84.9821,202206,20,"37,000",2,2010,오산로 49-5,,중개거래,경기 오산시
경기도 오산시 갈곶동,704,704,0,한솔솔파크,84.96,202206,1,"38,000",5,2007,오산로 91-5,,중개거래,"경기 오산시, 경기 화성시"
경기도 오산시 갈곶동,175,175,0,화남,59.9,202206,11,"21,700",9,1998,오산로 29,,중개거래,경기 오산시
경기도 오산시 갈곶동,175,175,0,화남,59.9,202206,28,"20,000",16,1998,오산로 29,,중개거래,경기 오산시
경기도 오산시 궐동,514,514,0,대우,92.106,202206,20,"47,500",12,1993,매홀로 42,,중개거래,경기 오산시
경기도 오산시 궐동,514,514,0,대우,92.106,202206,24,"48,700",6,1993,매홀로 42,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,13.6,202206,15,"4,800",10,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,13.21,202206,15,"4,800",10,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,13.21,202206,15,"4,800",9,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,13.6,202206,15,"4,800",10,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,15.91,202206,20,"5,600",12,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,15.91,202206,22,"5,000",5,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,609-2,609,2,랜드마크1,15.91,202206,22,"5,200",3,2012,수목원로 326,,중개거래,경기 오산시
경기도 오산시 궐동,616-1,616,1,우남퍼스트빌,70.1135,202206,11,"35,000",20,2004,궐리사로29번길 13,,중개거래,경기 오산시
경기도 오산시 궐동,616-2,616,2,제일하이빌,84.8821,202206,17,"34,000",8,2004,궐리사로29번길 11,,중개거래,경기 오산시
경기도 오산시 금암동,498,498,0,꿈에그린 더 센트럴,123.4,202206,3,"62,000",24,2011,수청로 121,,중개거래,경기 오산시
경기도 오산시 금암동,517,517,0,세교 센트럴파크,84.7,202206,4,"42,500",11,2009,여계산로 60,,중개거래,경기 오산시
경기도 오산시 금암동,517,517,0,세교 센트럴파크,84.82,202206,4,"45,000",9,2009,여계산로 60,,중개거래,경기 오산시
경기도 오산시 금암동,517,517,0,세교 센트럴파크,84.82,202206,10,"43,000",11,2009,여계산로 60,,중개거래,경기 오산시
경기도 오산시 금암동,515,515,0,세교데시앙포레,123.11,202206,3,"59,000",1,2010,여계산로 21,,중개거래,경기 오산시
경기도 오산시 금암동,515,515,0,세교데시앙포레,123.18,202206,22,"55,000",18,2010,여계산로 21,,중개거래,경기 오산시
경기도 오산시 내삼미동,895,895,0,오산대역세교자이,83.0073,202206,4,"60,000",2,2018,삼미로 34,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,1,"12,500",18,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,4,"13,000",9,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,4,"12,200",9,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,6,"11,900",2,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,7,"12,400",3,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,8,"11,500",16,2000,발안로 1353-8,,중개거래,"경기 오산시, 인천 미추홀구"
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,13,"11,900",6,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,14,"12,400",18,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202206,18,"10,500",5,2000,발안로 1353-8,,중개거래,경기 오산시
경기도 오산시 누읍동,438,438,0,한라그린타운,75.24,202206,2,"31,000",19,2000,누읍로 17,,중개거래,경기 용인기흥구
경기도 오산시 누읍동,438,438,0,한라그린타운,106.28,202206,28,"34,000",7,2000,누읍로 17,,중개거래,경기 오산시
경기도 오산시 부산동,815,815,0,오산시티자이2차,102.2341,202206,11,"70,000",28,2019,부산중앙로 42,,중개거래,경기 오산시
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202206,3,"30,000",6,2000,운암로 122,,중개거래,경기 오산시
경기도 오산시 서동,125-2,125,2,신동아(파밀리에),59.85,202206,10,"19,800",5,1995,초평로 35,,중개거래,경기 오산시
경기도 오산시 세교동,622,622,0,세마역 트루엘 더퍼스트,84.61,202206,1,"54,000",16,2013,수목원로 615,,중개거래,경기 오산시
경기도 오산시 세교동,624,624,0,잔다리마을휴먼시아(2단지),59.98,202206,11,"38,700",14,2010,수목원로 577-15,,중개거래,"경기 수원팔달구, 경기 오산시"
경기도 오산시 수청동,514,514,0,대우,84.948,202206,10,"45,000",7,1993,청학로173번길 21,,중개거래,경기 오산시
경기도 오산시 수청동,514,514,0,대우,33.6,202206,11,"21,000",5,1993,청학로173번길 21,,중개거래,"경기 오산시, 경기 평택시"
경기도 오산시 수청동,514,514,0,대우,60.912,202206,16,"35,000",7,1993,청학로173번길 12,,중개거래,경기 오산시
경기도 오산시 수청동,514,514,0,대우,60.912,202206,25,"33,500",1,1993,청학로173번길 12,,중개거래,경기 오산시
경기도 오산시 수청동,514,514,0,대우,76.638,202206,28,"39,700",12,1993,청학로173번길 12,,중개거래,경기 오산시
경기도 오산시 수청동,01월 15일,15,1,삼익수청,74.16,202206,18,"24,000",13,1992,박동길 8,,중개거래,경기 오산시
경기도 오산시 수청동,625,625,0,오산대역 엘크루 ,84.98,202206,14,"59,000",8,2013,오산대역로 232,,중개거래,경기 오산시
경기도 오산시 수청동,569,569,0,오산대역 우미린,84.8423,202206,2,"41,000",2,2004,수청로 31,,중개거래,경기 오산시
경기도 오산시 수청동,569,569,0,오산대역 우미린,84.8423,202206,20,"38,000",17,2004,수청로 31,,중개거래,경기 오산시
경기도 오산시 양산동,668-1,668,1,오산세마e편한세상,84.845,202206,2,"40,000",7,2010,양산로 460,,직거래,-
경기도 오산시 양산동,668-1,668,1,오산세마e편한세상,172.734,202206,8,"70,400",15,2010,양산로 460,,중개거래,서울 영등포구
경기도 오산시 양산동,668-1,668,1,오산세마e편한세상,84.981,202206,24,"49,500",14,2010,양산로 460,,중개거래,경기 오산시
경기도 오산시 오산동,447-6,447,6,금성A,56.82,202206,14,"18,100",4,1986,오산로 283-1,,중개거래,경기 오산시
경기도 오산시 오산동,923-2,923,2,대동,129.52,202206,18,"58,500",17,2000,운암로 64,,중개거래,경기 오산시
경기도 오산시 오산동,313-6,313,6,에코빌,26.56,202206,15,"10,500",5,2014,오산로300번길 12-1,,중개거래,경기 오산시
경기도 오산시 오산동,313-6,313,6,에코빌,32.21,202206,20,"10,000",2,2014,오산로300번길 12-1,,중개거래,경기 오산시
경기도 오산시 오산동,415-1,415,1,엘리시아,59.08,202206,5,"21,500",7,2018,역광장로 83,,중개거래,경기 오산시
경기도 오산시 오산동,415-1,415,1,엘리시아,64.83,202206,10,"24,800",9,2018,역광장로 83,,중개거래,경기 오산시
경기도 오산시 오산동,922-4,922,4,주공4,84.34,202206,1,"45,000",16,2000,운암로 45,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,74.6784,202206,1,"59,500",16,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,61.9983,202206,3,"60,000",23,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,61.9983,202206,4,"52,000",22,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,61.9983,202206,11,"51,500",19,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,74.6784,202206,13,"55,000",3,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,61.9983,202206,18,"52,500",18,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,84.9772,202206,25,"60,500",2,2019,문시로 183-19,,중개거래,경기 화성시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,61.9983,202206,28,"47,700",4,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 외삼미동,650,650,0,서동탄역더샵파크시티,84.7084,202206,29,"62,000",13,2019,문시로 183-19,,중개거래,경기 오산시
경기도 오산시 원동,826-1,826,1,대우푸르지오,84.557,202206,10,"36,500",11,2005,남부대로 411-15,,중개거래,경기 오산시
경기도 오산시 원동,826-1,826,1,대우푸르지오,84.557,202206,13,"33,900",5,2005,남부대로 411-15,,중개거래,경기 오산시
경기도 오산시 원동,30,30,0,대원레스피아,59.867,202206,3,"24,900",14,2000,부원로 67-6,,중개거래,경기 오산시
경기도 오산시 원동,30,30,0,대원레스피아,59.867,202206,8,"25,500",4,2000,부원로 67-6,,중개거래,경기 오산시
경기도 오산시 원동,807,807,0,동부,59.931,202206,9,"25,200",13,1996,경기대로 99-15,,중개거래,경기 오산시
경기도 오산시 원동,807,807,0,동부,59.931,202206,13,"23,500",3,1996,경기대로 99-15,,중개거래,경기 오산시
경기도 오산시 원동,807,807,0,동부,59.76,202206,17,"24,000",4,1996,경기대로 99-15,,중개거래,경기 오산시
경기도 오산시 원동,807,807,0,동부,59.931,202206,18,"27,000",10,1996,경기대로 99-15,,중개거래,경기 오산시
경기도 오산시 원동,888,888,0,오산역e-편한세상1단지,84.9716,202206,16,"51,000",9,2007,오산로160번길 14,,중개거래,경기 오산시
경기도 오산시 원동,768-1,768,1,우경싸이트빌,54.6,202206,16,"15,300",8,2005,경기대로 227,,중개거래,경기 오산시
경기도 오산시 원동,815-1,815,1,운암주공5단지,49.95,202206,8,"26,000",16,1999,대원로 70,,중개거래,경기 오산시
경기도 오산시 원동,805-1,805,1,청구,84.19,202206,5,"32,500",1,1996,남부대로 330-14,,중개거래,경기 오산시
경기도 오산시 원동,551,551,0,태영,59.965,202206,15,"24,500",18,1996,동부대로 407-10,,중개거래,"경기 구리시, 경기 오산시"
경기도 오산시 원동,552-4,552,4,한주,84.87,202206,9,"24,000",1,1992,동부대로 429-9,,중개거래,경기 오산시
경기도 오산시 은계동,117,117,0,리버빌,84.11,202206,30,"36,000",10,2004,은여울로 29,,중개거래,경기 오산시
경기도 오산시 은계동,Jan-64,64,1,"영산그린맨션(가,나,다,라)",58.605,202206,17,"21,900",5,1985,경기대로416번길 3,,중개거래,경기 오산시
경기도 오산시 은계동,70,70,0,은계주공,38.52,202206,2,"24,800",5,1987,은여울로43번길 16,,중개거래,경기 오산시
경기도 오산시 은계동,70,70,0,은계주공,47.25,202206,7,"25,000",3,1987,은여울로43번길 16,,직거래,-
경기도 오산시 은계동,70,70,0,은계주공,38.52,202206,26,"25,000",1,1987,은여울로43번길 16,,중개거래,경기 오산시
경기도 오산시 지곶동,577,577,0,e편한세상오산세교,84.9805,202206,14,"45,000",5,2018,세마문학로 50,,중개거래,경기 오산시
경기도 오산시 청호동,Mar-37,37,3,LG아파트,49.55,202206,1,"16,500",4,1992,남부대로 464-51,,중개거래,경기 오산시
경기도 오산시 청호동,Mar-37,37,3,LG아파트,49.55,202206,3,"15,500",5,1992,남부대로 464-51,,중개거래,경기 오산시
경기도 오산시 청호동,321,321,0,오산자이,84.0525,202206,11,"38,500",5,2007,동부대로 332-14,,중개거래,경기 오산시
경기도 오산시 청호동,321,321,0,오산자이,84.0525,202206,12,"38,000",15,2007,동부대로 332-14,,중개거래,경기 오산시
경기도 오산시 청호동,321,321,0,오산자이,84.0525,202206,18,"38,000",14,2007,동부대로 332-14,,중개거래,경기 오산시
경기도 오산시 청호동,321,321,0,오산자이,84.0525,202206,24,"35,500",1,2007,동부대로 332-14,,중개거래,경기 오산시
경기도 용인기흥구 고매동,359,359,0,동성,60,202206,4,"26,000",10,1997,고매로 26,,중개거래,경기 용인기흥구
경기도 용인기흥구 고매동,385-1,385,1,세원,133.35,202206,30,"42,300",15,1993,공세로 76,,중개거래,경기 용인기흥구
경기도 용인기흥구 고매동,880,880,0,우림홀인원,84.809,202206,9,"39,000",15,2003,고매로34번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 공세동,694,694,0,대주피오레,97.32,202206,2,"60,000",13,2009,탑실로 15,,중개거래,경기 용인기흥구
경기도 용인기흥구 공세동,714,714,0,대주피오레2단지,148.6289,202206,4,"67,000",11,2009,탑실로 152,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,604,604,0,강남마을계룡리슈빌(7단지),73.684,202206,18,"47,000",3,2004,강남동로 54,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,603,603,0,강남마을자연앤(6단지),118.227,202206,11,"59,700",4,2004,강남동로 42,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,544,544,0,강남마을한라비발디아델70,143.236,202206,30,"70,000",6,2005,강남서로 86,,직거래,-
경기도 용인기흥구 구갈동,234-5,234,5,기흥역더샵,72.5008,202206,11,"78,500",11,2018,기흥역로58번길 78,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,662,662,0,기흥역센트럴푸르지오,84.7384,202206,23,"85,000",32,2018,기흥역로58번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,662,662,0,기흥역센트럴푸르지오,84.7384,202206,25,"83,000",14,2018,기흥역로58번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,662,662,0,기흥역센트럴푸르지오,84.9079,202206,28,"83,300",44,2018,기흥역로58번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,658,658,0,기흥역지웰푸르지오,84.97,202206,22,"83,000",23,2017,기흥역로 16,,중개거래,경기 용인기흥구
경기도 용인기흥구 구갈동,663,663,0,기흥역파크푸르지오,73.834,202206,18,"69,000",5,2018,기흥역로58번길 56,,중개거래,경기 용인기흥구
경기도 용인기흥구 동백동,661,661,0,백현마을코아루,121.92,202206,22,"68,800",2,2006,동백7로 80,,중개거래,경기 용인기흥구
경기도 용인기흥구 동백동,654,654,0,호수마을동보노빌리티,84.898,202206,4,"59,000",4,2006,동백평촌로 39,,중개거래,경기 용인기흥구
경기도 용인기흥구 동백동,653,653,0,호수마을상록롯데캐슬,84.899,202206,8,"61,000",16,2007,동백평촌로 70,,중개거래,경기 용인기흥구
경기도 용인기흥구 마북동,649,649,0,교동마을마북2차이편한세상,121.8385,202206,8,"69,500",4,2010,마북로 218,,중개거래,경기 용인기흥구
경기도 용인기흥구 마북동,630,630,0,교동마을현대홈타운,150.5391,202206,4,"69,500",12,2003,마북로 124-9,,중개거래,경기 용인기흥구
경기도 용인기흥구 마북동,352,352,0,구성우림필유,59.51,202206,24,"57,500",9,1998,구성로39번길 13,,중개거래,경기 용인기흥구
경기도 용인기흥구 마북동,524-8,524,8,연원마을삼호벽산,84.942,202206,28,"78,500",7,2000,연원로42번길 2,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,450,450,0,삼성래미안,59.702,202206,10,"42,500",3,1998,한보라1로64번길 22,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,558,558,0,신창미션힐,164.5189,202206,25,"62,000",5,2002,사은로126번길 33,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,553,553,0,쌍용스윗닷홈1,164.0634,202206,8,"67,000",14,2002,사은로126번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,553,553,0,쌍용스윗닷홈1,139.8988,202206,10,"55,000",10,2002,사은로126번길 10,,직거래,-
경기도 용인기흥구 보라동,660,660,0,용인보라효성해링턴플레이스,84.7589,202206,1,"70,500",7,2019,사은로84번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,617,617,0,한보라마을휴먼시아5단지,84.98,202206,11,"49,500",11,2006,한보라1로43번길 22,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,620,620,0,한보라마을휴먼시아6단지,84.95,202206,13,"52,500",11,2008,한보라1로 91,,중개거래,경기 용인기흥구
경기도 용인기흥구 보라동,570,570,0,현대모닝사이드1,84.9037,202206,29,"40,000",8,2004,사은로126번길 46,,중개거래,경기 용인기흥구
경기도 용인기흥구 보정동,878-18,878,18,성호샤인힐즈아파트,84.983,202206,1,"89,700",4,2005,이현로29번길 72-20,,중개거래,경기 용인기흥구
경기도 용인기흥구 보정동,694,694,0,연원마을성원,134.968,202206,17,"88,000",16,2000,연원로 49,,중개거래,경기 용인기흥구
경기도 용인기흥구 보정동,1393,1393,0,용인보정꿈에그린,101.7145,202206,2,"107,000",4,2012,구교동로 17,,중개거래,경기 용인기흥구
경기도 용인기흥구 보정동,1267,1267,0,죽현마을아이파크,84.7616,202206,1,"81,000",11,2004,보정로 87,,중개거래,"경기 용인기흥구, 경기 용인수지구"
경기도 용인기흥구 보정동,1267,1267,0,죽현마을아이파크,84.7616,202206,1,"79,500",23,2004,보정로 87,,중개거래,경기 용인기흥구
경기도 용인기흥구 보정동,1267,1267,0,죽현마을아이파크,84.7616,202206,7,"87,500",5,2004,보정로 87,,중개거래,경기 용인기흥구
경기도 용인기흥구 상갈동,481,481,0,금화마을주공3단지(481),59.97,202206,2,"54,500",12,2001,금화로11번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 상갈동,481,481,0,금화마을주공3단지(481),49.85,202206,13,"44,500",14,2001,금화로11번길 10,,중개거래,경기 용인기흥구
경기도 용인기흥구 상갈동,480,480,0,금화마을주공그린빌6차,39.7,202206,20,"28,500",3,2001,금화로11번길 9,,중개거래,경기 용인기흥구
경기도 용인기흥구 상갈동,480,480,0,금화마을주공그린빌6차,39.7,202206,21,"29,500",3,2001,금화로11번길 9,,중개거래,경기 용인기흥구
경기도 용인기흥구 상갈동,454,454,0,금화주공5단지(454),84.75,202206,1,"56,500",16,2001,금화로82번길 17,,중개거래,경기 용인기흥구
경기도 용인기흥구 상하동,137,137,0,인정프린스,59.97,202206,11,"27,500",14,1996,중부대로 820,,중개거래,경기 용인기흥구
경기도 용인기흥구 상하동,447,447,0,풍림,59.81,202206,20,"27,000",8,1998,어정로 80,,직거래,-
경기도 용인기흥구 서천동,834,834,0,용인서천효성해링턴플레이스2차,74.935,202206,17,"70,000",12,2017,서그내로 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 서천동,801,801,0,힐스테이트서천,84.889,202206,4,"76,000",4,2016,서천동로 22,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,63,63,0,기흥역롯데캐슬스카이,84.798,202206,28,"63,500",18,2014,중부대로 375,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,681,681,0,녹원마을새천년그린빌(1),59.51,202206,22,"59,800",13,2006,새천년로 13,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,691,691,0,산양마을푸르지오,134.8424,202206,4,"89,500",15,2004,기흥로116번길 77,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,691,691,0,산양마을푸르지오,134.8424,202206,11,"74,000",12,2004,기흥로116번길 77,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,14,14,0,삼익,59.86,202206,11,"41,000",12,1999,신갈로124번길 3,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,151-1,151,1,신갈현대아파트,84.82,202206,18,"59,900",3,1997,용구대로 2242,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,736,736,0,신흥덕롯데캐슬레이시티,59.9818,202206,6,"58,300",29,2019,신정로 25,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,736,736,0,신흥덕롯데캐슬레이시티,59.9818,202206,10,"56,000",5,2019,신정로 25,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,736,736,0,신흥덕롯데캐슬레이시티,59.5731,202206,14,"57,100",30,2019,신정로 25,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,736,736,0,신흥덕롯데캐슬레이시티,59.9818,202206,18,"57,000",33,2019,신정로 25,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,158,158,0,양현마을신안,59.96,202206,13,"55,000",4,2001,산양로 17,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,158,158,0,양현마을풍림,59.96,202206,18,"54,800",2,2001,산양로 17,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,734,734,0,용인기흥 우방아이유쉘,74.951,202206,9,"49,500",1,2018,신정로41번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,734,734,0,용인기흥 우방아이유쉘,59.958,202206,11,"48,000",5,2018,신정로41번길 31,20220714,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,734,734,0,용인기흥 우방아이유쉘,59.958,202206,11,"48,000",5,2018,신정로41번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,734,734,0,용인기흥 우방아이유쉘,59.958,202206,15,"47,300",10,2018,신정로41번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 신갈동,734,734,0,용인기흥 우방아이유쉘,74.951,202206,25,"51,500",15,2018,신정로41번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,13,13,0,두진,84.99,202206,7,"41,700",10,1996,덕영대로2077번길 8,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,13,13,0,두진,84.99,202206,11,"38,500",14,1996,덕영대로2077번길 8,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,15,15,0,영덕신일1,59.872,202206,17,"39,000",18,1998,덕영대로2077번길 20,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,916,916,0,영통빌리지,59.57,202206,4,"41,800",4,1999,중부대로55번길 11,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,916,916,0,영통빌리지,59.97,202206,18,"43,000",4,1999,중부대로55번길 11,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,1267,1267,0,용인기흥효성해링턴플레이스,73.58,202206,10,"61,000",19,2019,덕영대로2077번길 33,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,969,969,0,흥덕마을7단지힐스테이트,84.975,202206,4,"88,000",20,2010,흥덕2로 126,,중개거래,경기 용인기흥구
경기도 용인기흥구 영덕동,1315,1315,0,힉스유타워,59.9,202206,28,"40,000",19,2019,중부대로 184,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1126,1126,0,동백광명샤인빌,18.69,202206,4,"8,500",2,2014,언동로 193-12,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1126,1126,0,동백광명샤인빌,18.13,202206,7,"8,100",2,2014,언동로 193-12,,직거래,-
경기도 용인기흥구 중동,1126,1126,0,동백광명샤인빌,18.69,202206,23,"8,500",9,2014,언동로 193-12,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,860,860,0,성산마을서해그랑블,130.425,202206,18,"55,000",6,2006,동백4로 26,,중개거래,경기 성남분당구
경기도 용인기흥구 중동,628,628,0,신동백 동도센트리움,33.16,202206,1,"24,300",8,2016,언동로 207,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,628,628,0,신동백 동도센트리움,33.16,202206,13,"24,875",5,2016,언동로 207,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,628,628,0,신동백 동도센트리움,36.214,202206,17,"26,500",7,2016,언동로 207,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,628,628,0,신동백 동도센트리움,36.214,202206,17,"29,800",15,2016,언동로 207,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1096,1096,0,신동백롯데캐슬에코1단지,129.99,202206,1,"89,000",18,2013,동백죽전대로527번길 80,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1101,1101,0,신동백롯데캐슬에코2단지,84.85,202206,24,"66,000",9,2013,동백죽전대로527번길 67,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1102,1102,0,신동백서해그랑블1차,84.9,202206,18,"62,000",10,2013,동백죽전대로527번길 81,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,1139,1139,0,신동백서해그랑블2차,117.86,202206,8,"72,400",4,2014,언동로217번길 31,,중개거래,경기 용인기흥구
경기도 용인기흥구 중동,819,819,0,참솔마을월드메르디앙,76.854,202206,11,"49,000",17,2006,동백죽전대로 283,,중개거래,경기 용인기흥구
경기도 용인기흥구 지곡동,704,704,0,써니밸리II,84.9852,202206,24,"35,000",6,2004,사은로 274-22,,중개거래,경기 용인기흥구
경기도 용인기흥구 청덕동,482,482,0,청덕마을광도와이드빌,84.9854,202206,15,"40,000",8,2003,언동로71번길 64,,중개거래,경기 용인기흥구
경기도 용인기흥구 청덕동,488,488,0,휴먼시아물푸레마을3단지,84.85,202206,1,"46,500",1,2008,구성3로 65,,중개거래,경기 용인기흥구
경기도 용인기흥구 청덕동,488,488,0,휴먼시아물푸레마을3단지,84.85,202206,1,"46,000",4,2008,구성3로 65,,중개거래,경기 용인기흥구
경기도 용인기흥구 청덕동,488,488,0,휴먼시아물푸레마을3단지,84.98,202206,13,"49,000",9,2008,구성3로 65,,중개거래,경기 용인기흥구
경기도 용인기흥구 하갈동,631,631,0,청명호수신안인스빌1단지,84.99,202206,14,"45,500",11,2009,덕영대로 1871,,중개거래,경기 용인기흥구
경기도 용인기흥구 하갈동,631,631,0,청명호수신안인스빌1단지,84.99,202206,22,"48,500",16,2009,덕영대로 1871,,직거래,-
경기도 용인기흥구 하갈동,632,632,0,청명호수신안인스빌2단지,84.99,202206,17,"41,000",4,2009,덕영대로 1883,,중개거래,경기 용인기흥구
경기도 용인수지구 동천동,산151-2,151,2,더샵동천이스트포레,78.2273,202206,25,"91,000",15,2020,수풍로 89,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,914,914,0,동천마을동문굿모닝힐5차,84.911,202206,3,"91,000",22,2007,동천로 64,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,914,914,0,동천마을동문굿모닝힐5차,84.911,202206,18,"78,000",1,2007,동천로 64,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,969,969,0,동천파크뷰,17.89,202206,30,"11,000",6,2014,신수로783번길 36,,중개거래,경기 용인수지구
