시군구,번지,본번,부번,단지명,면적,계약년월,계약일,가격,층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
경기도 용인수지구 동천동,935,935,0,래미안이스트팰리스1단지,172.98,202206,16,"154,000",27,2010,동천로153번길 7,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,932,932,0,래미안이스트팰리스3단지,172.95,202206,2,"151,000",14,2010,동천로135번길 21,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,864,864,0,써니벨리,84.8512,202206,17,"86,000",8,2004,손곡로 82,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,910,910,0,원천마을푸르지오,59.9925,202206,7,"75,000",3,2003,고기로 3,,중개거래,경기 용인수지구
경기도 용인수지구 동천동,177-12,177,12,행림마을진로,59.87,202206,4,"63,800",4,2000,고기로 11,,중개거래,"경기 용인수지구, 경기 화성시"
경기도 용인수지구 상현동,1115,1115,0,광교경남아너스빌,84.99,202206,3,"105,000",5,2011,광교마을로 2,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,1219,1219,0,광교상현솔하임,25.829,202206,13,"24,500",9,2021,상현로 6,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,1219,1219,0,광교상현솔하임,25.829,202206,20,"25,500",10,2021,상현로 6,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,838,838,0,동일스위트,130.3251,202206,6,"75,000",13,2001,상현로42번길 46,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,858,858,0,만현마을5단지아이파크,134.7584,202206,28,"85,000",9,2002,만현로 79,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,869,869,0,만현마을9단지엘지자이,84.7831,202206,3,"73,000",16,2003,만현로133번길 33,,중개거래,"경기 용인기흥구, 경기 용인수지구"
경기도 용인수지구 상현동,852,852,0,만현마을쌍용3차,144.76,202206,28,"85,500",15,2001,만현로 99,,중개거래,"경기 용인수지구, 서울 중구"
경기도 용인수지구 상현동,840,840,0,상현마을금호베스트빌4단지,174.951,202206,14,"84,000",9,2002,상현로 67-12,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,843,843,0,상현마을성우5차,138.8476,202206,2,"89,800",12,2003,상현로 119-6,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,192-5,192,5,에스엠트윈빌(102동),150.31,202206,14,"49,000",1,1999,수지로 56,,직거래,-
경기도 용인수지구 상현동,1203,1203,0,용인수지동도센트리움,42.108,202206,11,"46,000",5,2017,이현로 125,,중개거래,경기 용인수지구
경기도 용인수지구 상현동,1203,1203,0,용인수지동도센트리움,37.339,202206,11,"40,500",4,2017,이현로 125,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,760,760,0,버들치마을성복힐스테이트3차,137.9,202206,25,"97,000",6,2010,성복2로 220,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,723,723,0,벽산첼시빌2차,191.754,202206,11,"95,000",12,2002,성복1로 107,,중개거래,"경기 용인수지구, 서울 서초구"
경기도 용인수지구 성복동,723,723,0,벽산첼시빌2차,133.148,202206,30,"70,000",10,2002,성복1로 107,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,752,752,0,성동마을수지자이,149.554,202206,27,"105,000",14,2006,성복2로 174,,직거래,-
경기도 용인수지구 성복동,155,155,0,성동마을엘지빌리지1차,192.62,202206,11,"125,000",16,2001,성복2로 86,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,155,155,0,성동마을엘지빌리지1차,192.62,202206,18,"130,000",6,2001,성복2로 86,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,155,155,0,성동마을엘지빌리지1차,244.663,202206,27,"145,000",16,2001,성복2로 86,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,780,780,0,성복아이파크,105.548,202206,6,"93,000",9,2012,성복1로 222,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,167,167,0,성복역KCC스위첸,79.93,202206,20,"82,000",2,2019,성복1로 62,,직거래,-
경기도 용인수지구 성복동,789,789,0,성복역롯데캐슬골드타운,84.9126,202206,4,"119,800",4,2019,성복2로 10,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,789,789,0,성복역롯데캐슬골드타운,84.9126,202206,11,"121,800",29,2019,성복2로 10,,중개거래,경기 용인수지구
경기도 용인수지구 성복동,789,789,0,성복역롯데캐슬골드타운,84.9126,202206,18,"117,000",5,2019,성복2로 10,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,873,873,0,신봉마을LG자이1차,115.869,202206,11,"77,500",10,2004,신봉2로 26,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,873,873,0,신봉마을LG자이1차,133.805,202206,15,"92,000",11,2004,신봉2로 26,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,985,985,0,신봉마을동일하이빌3단지,167.896,202206,18,"100,000",14,2010,신봉3로 25,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,870,870,0,신봉마을엘지빌리지5차(A),164.517,202206,11,"82,900",6,2002,신봉1로 112-2,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,871,871,0,신봉마을엘지빌리지5차(B),164.517,202206,4,"87,500",13,2002,신봉1로 110,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,871,871,0,신봉마을엘지빌리지5차(B),141.439,202206,28,"74,600",14,2002,신봉1로 110,20220704,직거래,-
경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,59.9524,202206,11,"67,000",20,2004,신봉1로 27,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,59.9524,202206,11,"66,000",18,2004,신봉1로 27,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,59.9524,202206,11,"65,000",7,2004,신봉1로 27,,중개거래,경기 용인수지구
경기도 용인수지구 신봉동,905,905,0,우남퍼스트빌,59.9524,202206,24,"63,500",6,2004,신봉1로 27,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1182,1182,0,내대지마을건영캐스빌,134.5325,202206,19,"90,000",13,2004,죽전로 267,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1380,1380,0,내대지마을광명샤인빌,59.8372,202206,14,"46,500",8,2005,죽전로254번길 39,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,331,331,0,도담마을아이파크,59.82,202206,6,"58,800",10,1998,대지로 82,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1262,1262,0,도담마을한양수자인,59.9756,202206,1,"59,500",3,2004,푸른솔로 76,,중개거래,"경기 용인기흥구, 경기 용인수지구"
경기도 용인수지구 죽전동,832-1,832,1,벽산타운2단지,59.97,202206,18,"59,500",18,1997,용구대로2771번길 66,,중개거래,경기 성남중원구
경기도 용인수지구 죽전동,1165,1165,0,새터마을죽전힐스테이트,84.9959,202206,1,"73,500",25,2004,현암로125번길 11,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1165,1165,0,새터마을죽전힐스테이트,84.9959,202206,8,"70,500",16,2004,현암로125번길 11,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,172-1,172,1,용인죽전동부센트레빌,59.995,202206,13,"57,500",13,1998,대지로 139,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,172-1,172,1,용인죽전동부센트레빌,59.995,202206,18,"57,300",13,1998,대지로 139,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1088-2,1088,2,죽전역솔하임,15.023,202206,8,"16,000",14,2021,정든로 5,,중개거래,"경기 용인수지구, 서울 중구"
경기도 용인수지구 죽전동,1088-2,1088,2,죽전역솔하임,28.222,202206,28,"31,000",16,2021,정든로 5,,중개거래,"경기 용인수지구, 서울 중구"
경기도 용인수지구 죽전동,488,488,0,죽전퍼스트하임,84.97,202206,9,"72,000",6,1999,대지로 49,,중개거래,경기 용인기흥구
경기도 용인수지구 죽전동,Jan-89,89,1,현대아파트,114.83,202206,4,"70,500",15,1999,죽전로 244,,중개거래,"경기 성남분당구, 경기 용인수지구"
경기도 용인수지구 죽전동,Jan-89,89,1,현대아파트,84.99,202206,18,"66,000",6,1999,죽전로 244,,중개거래,경기 용인수지구
경기도 용인수지구 죽전동,1003-8,1003,8,현암마을동성2차,84.99,202206,28,"73,000",4,1999,용구대로 2720,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1209,1209,0,e편한세상수지,84.964,202206,2,"105,000",24,2017,포은대로313번길 7-10,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1209,1209,0,e편한세상수지,84.929,202206,9,"110,000",11,2017,포은대로313번길 7-10,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1209,1209,0,e편한세상수지,84.921,202206,25,"110,000",15,2017,포은대로313번길 7-10,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1198,1198,0,래미안수지이스트파크,84.98,202206,17,"111,000",12,2015,신수로683번길 19,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,692,692,0,보원,59.721,202206,11,"63,500",7,1994,수풍로 16,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,693,693,0,삼성1,134.97,202206,11,"110,000",9,1994,수풍로 13,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,693,693,0,삼성1,134.97,202206,25,"105,000",4,1994,수풍로 13,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,664,664,0,삼익아파트,59.76,202206,22,"60,000",4,1994,문인로 59,,중개거래,경기 성남분당구
경기도 용인수지구 풍덕천동,692-1,692,1,수지삼성2차,59.9985,202206,1,"71,000",13,1995,수풍로 38,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,663-1,663,1,수지삼성4차,59.76,202206,19,"70,000",13,1994,수풍로 90,,직거래,-
경기도 용인수지구 풍덕천동,1065,1065,0,신정마을주공1,59.39,202206,24,"78,500",16,2000,풍덕천로 91,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1167,1167,0,진산마을삼성5차,83.8821,202206,18,"103,000",14,2003,진산로 90,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1167,1167,0,진산마을삼성5차,83.8821,202206,24,"105,000",14,2003,진산로 90,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1168-2,1168,2,진산마을삼성6차,119.664,202206,8,"68,000",7,2002,진산로 108,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1180,1180,0,진산마을삼성7차,135.86,202206,16,"105,000",9,2002,진산로34번길 29,,중개거래,경기 용인수지구
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,202206,23,"77,500",3,1999,풍덕천로 52,,중개거래,서울 양천구
경기도 용인수지구 풍덕천동,1112,1112,0,현대성우8차,59.99,202206,25,"65,000",9,1999,풍덕천로 52,,중개거래,경기 용인수지구
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,63.6851,202206,3,"47,000",8,2019,경안천로 196-1,,중개거래,경기 용인처인구
경기도 용인처인구 고림동,1014,1014,0,양우내안애에듀퍼스트,63.6851,202206,3,"47,000",8,2019,경안천로 196-1,20220628,중개거래,경기 용인처인구
경기도 용인처인구 고림동,997,997,0,예진마을,83.8066,202206,20,"34,000",15,2003,한터로152번길 62,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,513,513,0,그린힐,80.588,202206,8,"22,500",15,2004,금학로349번길 33-8,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,526,526,0,김량장동어울림,84.951,202206,20,"50,000",13,2009,금령로13번길 13,,직거래,-
경기도 용인처인구 김량장동,193,193,0,라이프미성,76.12,202206,2,"17,800",13,1991,학산로49번길 20,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,329-2,329,2,스위트홈아파트,35.97,202206,16,"16,000",15,2016,금령로12번길 12,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,503-3,503,3,신우,99.99,202206,27,"36,550",9,1999,중부대로1388번길 12,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,Sep-63,63,9,에스원스마트빌,12.542,202206,28,"5,500",12,2014,백옥대로 1104,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,Mar-84,84,3,용인웰메이드시티,17.5727,202206,10,"8,120",19,2018,금령로106번길 14-8,,직거래,-
경기도 용인처인구 김량장동,Mar-84,84,3,용인웰메이드시티,17.5727,202206,10,"8,120",14,2018,금령로106번길 14-8,,직거래,-
경기도 용인처인구 김량장동,Mar-84,84,3,용인웰메이드시티,17.5727,202206,10,"8,120",19,2018,금령로106번길 14-8,,직거래,-
경기도 용인처인구 김량장동,Mar-84,84,3,용인웰메이드시티,17.5727,202206,10,"8,120",18,2018,금령로106번길 14-8,,직거래,-
경기도 용인처인구 김량장동,Mar-84,84,3,용인웰메이드시티,19.7938,202206,29,"9,620",5,2018,금령로106번길 14-8,,직거래,-
경기도 용인처인구 김량장동,338,338,0,조양(338-0),84.6,202206,10,"18,300",10,1992,금령로40번길 13,,중개거래,경기 용인처인구
경기도 용인처인구 김량장동,321-1,321,1,타임빌2차,49.86,202206,16,"17,100",3,2015,금령로27번길 16-6,,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.233,202206,3,"47,800",12,2018,한숲로 83,,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 아곡리,681,681,0,e편한세상용인한숲시티5단지,84.658,202206,11,"48,000",19,2018,한숲로 83,,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 완장리,949,949,0,e편한세상용인한숲시티3단지,90.508,202206,7,"48,500",1,2018,123,,직거래,-
경기도 용인처인구 남사읍 완장리,949,949,0,e편한세상용인한숲시티3단지,44.356,202206,16,"27,200",17,2018,123,,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 완장리,952,952,0,e편한세상용인한숲시티4단지,59.798,202206,23,"37,000",12,2018,124,20220712,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 완장리,952,952,0,e편한세상용인한숲시티4단지,59.798,202206,23,"37,000",12,2018,124,,중개거래,경기 용인처인구
경기도 용인처인구 남사읍 완장리,954,954,0,e편한세상용인한숲시티6단지,84.826,202206,11,"47,900",19,2018,84,,중개거래,경기 용인처인구
경기도 용인처인구 마평동,650-1,650,1,우성,84.855,202206,7,"33,000",15,1996,금령로173번길 5,,중개거래,경기 용인처인구
경기도 용인처인구 마평동,650-1,650,1,우성,59.515,202206,24,"21,000",5,1996,금령로173번길 5,,중개거래,경기 용인처인구
경기도 용인처인구 모현읍 일산리,669,669,0,신안인스빌1단지,84.92,202206,6,"37,000",11,2004,326,,중개거래,경기 용인처인구
경기도 용인처인구 모현읍 일산리,671,671,0,신안인스빌2단지,84.92,202206,8,"38,000",20,2004,326,,중개거래,"경기 용인처인구, 경기 하남시"
경기도 용인처인구 모현읍 일산리,671,671,0,신안인스빌2단지,84.92,202206,11,"39,500",16,2004,326,,중개거래,경기 용인처인구
경기도 용인처인구 모현읍 일산리,671,671,0,신안인스빌2단지,84.92,202206,24,"37,000",11,2004,326,,중개거래,경기 용인처인구
경기도 용인처인구 백암면 근창리,11월 04일,11,4,강림,64.92,202206,21,"9,000",6,1990,근창로 38-9,,직거래,-
경기도 용인처인구 삼가동,552,552,0,늘푸른오스카빌1단지,84.93,202206,10,"39,800",8,2004,중부대로1158번길 12,,중개거래,경기 용인처인구
