지역,번지,본번,부번,아파트,면적,계약년월,계약일,가격,층,건축년도,도로명
경기도 남양주시 평내동,산87-3,87,3,진주(3단지),39.84,202206,28,19800,1,1987,경춘로1308번길 20-12
경기도 남양주시 평내동,550,550,0,평내마을금호어울림,84.9785,202206,27,50000,2,2005,경춘로1256번길 24
경기도 남양주시 평내동,592,592,0,평내마을상록데시앙,69.5889,202206,6,45800,8,2005,경춘로1286번길 35
경기도 남양주시 평내동,592,592,0,평내마을상록데시앙,69.5889,202206,24,40500,18,2005,경춘로1286번길 35
경기도 남양주시 평내동,562,562,0,평내마을주공,59.53,202206,10,35500,7,2004,평내로 46
경기도 남양주시 평내동,599,599,0,평내마을중흥에스-클래스(1단지),84.9272,202206,3,56000,14,2005,평내로 146
경기도 남양주시 평내동,606,606,0,평내마을중흥에스-클래스(2단지),84.9272,202206,27,61000,20,2004,의안로 148
경기도 남양주시 평내동,581,581,0,평내마을평내1차대주파크빌,84.9357,202206,9,53000,9,2005,평내로 113
경기도 남양주시 평내동,581,581,0,평내마을평내1차대주파크빌,84.9357,202206,11,47200,18,2005,평내로 113
경기도 남양주시 호평동,371,371,0,라인그린,59.93,202206,15,29000,5,1997,천마산로 65-2
경기도 남양주시 호평동,622,622,0,호평두산위브파크,151.8582,202206,14,88500,2,2009,호평로 33
경기도 남양주시 호평동,215-1,215,1,호평마을쌍용스윗닷홈,84.95,202206,6,46000,3,2006,호평로45번길 21
경기도 남양주시 호평동,619,619,0,호평마을우미이노스빌,84.8423,202206,28,57000,16,2004,호평로 9
경기도 남양주시 호평동,678,678,0,호평마을한라비발디,59.949,202206,2,40000,5,2005,늘을1로 270
경기도 남양주시 호평동,678,678,0,호평마을한라비발디,59.949,202206,3,41000,4,2005,늘을1로 270
경기도 남양주시 호평동,618,618,0,호평마을한화꿈에그린,84.98,202206,7,50000,14,2005,늘을3로 71
경기도 남양주시 호평동,729,729,0,호평오네뜨센트럴,74.9943,202206,14,59000,2,2019,늘을3로 88-12
경기도 남양주시 호평동,724,724,0,호평파라곤,153.18,202206,7,86500,1,2010,천마산로 65
경기도 남양주시 화도읍 가곡리,598,598,0,신마석신도브래뉴,84.99,202206,1,31500,1,2008,비룡로 321
경기도 남양주시 화도읍 가곡리,598,598,0,신마석신도브래뉴,84.99,202206,27,34500,8,2008,비룡로 321
경기도 남양주시 화도읍 녹촌리,554,554,0,남양주녹촌두산위브,84.99,202206,2,34000,12,2006,녹촌로 87-29
경기도 남양주시 화도읍 녹촌리,567,567,0,남양주라온프라이빗5단지,59.703,202206,3,51000,20,2019,경춘보학1길 8
경기도 남양주시 화도읍 녹촌리,235-2,235,2,삼신,59.935,202206,9,27800,6,1995,경춘로1842번길 36-1
경기도 남양주시 화도읍 마석우리,Apr-71,71,4,그랜드힐(2차),84.7422,202206,8,38000,13,2007,경춘로 2102-25
경기도 남양주시 화도읍 마석우리,600,600,0,마석힐즈파크푸르지오,59.9825,202206,1,46800,22,2018,비룡로33번길 25
경기도 남양주시 화도읍 마석우리,349,349,0,중흥S클래스,84.8296,202206,13,46700,17,2004,맷돌로 115
경기도 남양주시 화도읍 묵현리,625,625,0,마석역신도브래뉴2차,125.344,202206,6,53000,3,2010,비룡로141번길 21
경기도 남양주시 화도읍 묵현리,147-3,147,3,삼신푸른솔,59.63,202206,3,25000,4,1998,비룡로 185-25
경기도 남양주시 화도읍 묵현리,24-11,24,11,장미,59.91,202206,9,19500,14,1995,비룡로 166
경기도 남양주시 화도읍 묵현리,24-11,24,11,장미,59.91,202206,16,20000,9,1995,비룡로 166
경기도 남양주시 화도읍 월산리,1528,1528,0,남양주월산사랑으로부영1단지,148.0042,202206,20,42000,17,2015,경춘로2290번길 2
경기도 남양주시 화도읍 창현리,778,778,0,남양주창현도뮤토,59.957,202206,11,45700,13,2017,창현로 45
경기도 남양주시 화도읍 창현리,498-4,498,4,대광,67.8,202206,9,11000,4,1990,마석중앙로 36
경기도 남양주시 화도읍 창현리,757,757,0,창현두산1단지아파트,99.69,202206,13,46500,3,1997,수레로1233번길 8
경기도 남양주시 화도읍 창현리,757,757,0,창현두산1단지아파트,134.97,202206,21,57500,13,1997,수레로1233번길 8
경기도 남양주시 화도읍 창현리,745,745,0,창현두산2단지아파트,59.88,202206,24,40000,12,1997,수레로 1234-13
경기도 동두천시 동두천동,524,524,0,신창비바패밀리(1단지),84.874,202206,10,29800,15,2009,강변로664번길 45
경기도 동두천시 보산동,400-1,400,1,보산주공아파트,39.69,202206,10,9250,1,1990,동광로154번길 15
경기도 동두천시 보산동,400-1,400,1,보산주공아파트,39.3,202206,11,11000,3,1990,동광로154번길 15
경기도 동두천시 상패동,61,61,0,상패주공,49.84,202206,15,10800,2,1997,어수로 29-16
경기도 동두천시 상패동,Mar-53,53,3,조흥(1동),84.9,202206,4,8000,6,1991,상패로 54
경기도 동두천시 생연동,360-2,360,2,대방노블랜드1차,49.98,202206,7,12000,6,2000,삼육사로1002번길 25
경기도 동두천시 생연동,360-2,360,2,대방노블랜드1차,49.98,202206,15,10000,3,2000,삼육사로1002번길 25
경기도 동두천시 생연동,360-2,360,2,대방노블랜드1차,49.98,202206,21,12500,4,2000,삼육사로1002번길 25
경기도 동두천시 생연동,833,833,0,동두천센트레빌,59.8401,202206,26,31000,3,2020,생연로 91
경기도 동두천시 생연동,442-1,442,1,명품하우스,27.97,202206,18,5950,8,2012,평화로 2418
경기도 동두천시 생연동,442-1,442,1,명품하우스,30.94,202206,29,6200,5,2012,평화로 2418
경기도 동두천시 생연동,714-2,714,2,부영아파트(1단지),84.9842,202206,8,32800,5,2004,생연로 72
경기도 동두천시 생연동,715-1,715,1,부영아파트(5단지),59.8404,202206,4,23000,7,2004,동두천로 185
경기도 동두천시 생연동,715-7,715,7,부영아파트(6단지),49.847,202206,2,16500,1,2003,동두천로 171
경기도 동두천시 생연동,832,832,0,브라운스톤동두천,84.96,202206,10,37000,18,2014,장고갯로 23
경기도 동두천시 생연동,832,832,0,브라운스톤동두천,84.94,202206,12,32800,7,2014,장고갯로 23
경기도 동두천시 생연동,296-1,296,1,상우아파트,66.84,202206,21,11800,5,1991,삼육사로 1057
경기도 동두천시 생연동,163,163,0,생연주공아파트(1단지),37.67,202206,4,8500,2,1996,중앙로 424
경기도 동두천시 생연동,163,163,0,생연주공아파트(1단지),37.67,202206,14,7900,4,1996,중앙로 424
경기도 동두천시 생연동,791-10,791,10,혜성1차(791-10),84.99,202206,1,12800,2,2000,삼육사로 880-17
경기도 동두천시 생연동,790-5,790,5,화성아파트5차,59.64,202206,3,10300,3,1991,강변로300번길 60
경기도 동두천시 생연동,531-6,531,6,화성아파트6차,59.94,202206,16,7000,5,1991,동광로154번길 26-7
경기도 동두천시 송내동,665-3,665,3,송내주공4단지,59.92,202206,18,24000,6,2003,동두천로 63
경기도 동두천시 송내동,665-3,665,3,송내주공4단지,45.32,202206,20,17000,5,2003,동두천로 63
경기도 동두천시 송내동,696-3,696,3,송내주공5단지,84.8,202206,3,27800,2,2003,동두천로 27
경기도 동두천시 지행동,692-1,692,1,대방노블랜드(7단지),58.7,202206,13,25000,8,2004,거북마루로 64
경기도 동두천시 지행동,692-1,692,1,대방노블랜드(7단지),58.7,202206,23,25200,5,2004,거북마루로 64
경기도 동두천시 지행동,692-3,692,3,대방노블랜드(8단지),50.3,202206,4,22300,9,2004,동두천로 149
경기도 동두천시 지행동,172,172,0,동양엔파트,104.3822,202206,4,40000,6,2011,행선로20번길 43
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,59.56,202206,8,26700,6,2004,동두천로 89
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,51.88,202206,16,20000,12,2004,동두천로 89
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,51.88,202206,27,22500,12,2004,동두천로 89
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,51.88,202206,29,22000,13,2004,동두천로 89
경기도 부천시 고강동,249,249,0,고강3차,43.2,202206,21,15000,3,1986,고강로154번길 27
경기도 부천시 고강동,416-5,416,5,서울,46.62,202206,16,15000,5,1987,역곡로482번길 149
경기도 부천시 고강동,328,328,0,청광플러스원,84.91,202206,7,49500,2,2010,원종로119번길 66
경기도 부천시 괴안동,Feb-73,73,2,국경,39.36,202206,6,15500,2,1988,범안로36번길 17
경기도 부천시 괴안동,129,129,0,네오빌,26.91,202206,1,9800,6,2002,경인로 528
경기도 부천시 괴안동,97-21,97,21,드림앤하우스,42.27,202206,6,23000,5,2015,안곡로86번길 10
경기도 부천시 괴안동,171-10,171,10,모아,46.95,202206,16,25000,5,1986,범안로7번길 58
경기도 부천시 괴안동,107-6,107,6,아이원캐슬,67.22,202206,13,48500,5,2021,부광로16번길 45
경기도 부천시 괴안동,06-10,6,10,에디션아파트,51.3,202206,11,25500,6,2015,경인옛로 111
경기도 부천시 괴안동,114-10,114,10,조양휴캐슬,33.58,202206,25,27500,16,2018,부광로8번길 16
경기도 부천시 괴안동,87-14,87,14,청송,43.7,202206,29,8000,5,1987,범안로57번길 15
경기도 부천시 내동,348,348,0,신영,51,202206,11,16700,2,1990,삼작로233번길 50
경기도 부천시 도당동,Jan-46,46,1,대화,41.4,202206,28,10200,1,1986,수도로180번길 62
경기도 부천시 도당동,48,48,0,봉림,47.19,202206,1,16000,1,1990,수도로206번길 74
경기도 부천시 도당동,109,109,0,삼보,51.57,202206,18,19450,1,1989,삼작로 267
경기도 부천시 도당동,287,287,0,삼익플라주,59.92,202206,13,37800,9,2010,정주로34번가길 12
경기도 부천시 범박동,150-2,150,2,부천범박힐스테이트 6단지,70.4,202206,11,50000,11,2003,은성로 172-17
경기도 부천시 범박동,152-2,152,2,부천범박힐스테이트4단지,99.61,202206,10,72000,23,2003,범안로96번길 23
경기도 부천시 상동,445,445,0,꿈동산(신안),134.79,202206,4,72000,8,1994,장말로 136
경기도 부천시 상동,500-4,500,4,다정한마을(삼성),84.935,202206,11,66000,3,2002,평천로 616
경기도 부천시 상동,500-4,500,4,다정한마을(삼성),84.935,202206,22,70000,11,2002,평천로 616
경기도 부천시 상동,525-1,525,1,라일락마을(경남아너스빌),84.8,202206,10,69200,6,2002,도약로 16
경기도 부천시 상동,531-7,531,7,리파인빌,46.74,202206,14,19800,18,2004,길주로 71
경기도 부천시 상동,531-7,531,7,리파인빌,46.74,202206,24,19300,20,2004,길주로 71
경기도 부천시 상동,531-7,531,7,리파인빌,46.74,202206,29,19000,10,2004,길주로 71
경기도 부천시 상동,399,399,0,반달마을(극동신라),84.91,202206,14,62000,5,1994,상일로 72
경기도 부천시 상동,397,397,0,반달마을(동아),59.92,202206,8,45000,14,1993,상일로 71
경기도 부천시 상동,397,397,0,반달마을(동아),59.92,202206,18,43000,14,1993,상일로 71
경기도 부천시 상동,397,397,0,반달마을(선경),59.92,202206,17,43000,8,1993,상일로 71
경기도 부천시 상동,571-4,571,4,백송마을(동남디아망),83.84,202206,8,67000,2,2002,부흥로 71
경기도 부천시 상동,402-3,402,3,윌타운,29.78,202206,8,9000,12,2002,부일로205번길 46
경기도 부천시 상동,526-1,526,1,진달래마을(대우),130.3698,202206,1,106000,10,2002,도약로 56
경기도 부천시 상동,526-1,526,1,진달래마을(대우),130.3698,202206,5,100000,3,2002,도약로 56
경기도 부천시 상동,526-6,526,6,진달래마을(신동아),84.8533,202206,3,66000,2,2002,계남로 81
경기도 부천시 상동,527-3,527,3,진달래마을(효성),84.98,202206,3,83300,18,2002,계남로 72
경기도 부천시 상동,527-3,527,3,진달래마을(효성),84.98,202206,20,80000,23,2002,계남로 72
경기도 부천시 상동,393,393,0,한아름마을(삼환동아동성),59.4,202206,7,43000,7,1994,부흥로 100
경기도 부천시 상동,394,394,0,한아름마을(한국),48.18,202206,1,37000,8,1996,부흥로 102
경기도 부천시 상동,392,392,0,한아름마을(현대라이프),59.4,202206,4,45500,9,1993,장말로 71
경기도 부천시 상동,392,392,0,한아름마을(현대라이프),84.778,202206,4,60000,19,1993,장말로 71
경기도 부천시 상동,392,392,0,한아름마을(현대라이프),75.188,202206,6,56000,15,1993,장말로 71
경기도 부천시 소사본동,181-2,181,2,골드캐슬,58.34,202206,2,43500,4,2021,소사로 185
경기도 부천시 소사본동,Mar-55,55,3,대성,41.81,202206,4,18000,5,1987,경인옛로 97
경기도 부천시 소사본동,190-3,190,3,소라아파트,45.72,202206,7,17800,4,1989,호현로387번길 33
경기도 부천시 소사본동,135,135,0,소사에스케이뷰,84.9841,202206,9,67500,11,2004,소삼로 62
경기도 부천시 소사본동,Dec-54,54,12,원진,64.58,202206,7,29000,2,1986,경인로412번길 13
경기도 부천시 소사본동,400-8,400,8,주공,58.14,202206,4,37000,15,1995,소사로78번길 70
경기도 부천시 소사본동,400-8,400,8,주공,58.14,202206,18,38000,8,1995,소사로102번길 67
경기도 부천시 소사본동,407-1,407,1,주공,59.45,202206,3,49200,17,2006,소사동로 100
경기도 부천시 소사본동,411-1,411,1,주공뜨란채,84.85,202206,2,62800,9,2006,소사동로72번길 32
경기도 부천시 소사본동,411-1,411,1,주공뜨란채,84.85,202206,18,61000,10,2006,소사동로72번길 32
경기도 부천시 소사본동,191-3,191,3,진양,39.12,202206,28,17500,2,1988,호현로387번길 9
경기도 부천시 송내동,574-3,574,3,JN팰리스,43.2,202206,15,24500,10,2014,경인로170번길 8
경기도 부천시 송내동,331-4,331,4,건우2,53.19,202206,10,36500,2,1985,경인로9번나길 34
경기도 부천시 송내동,328-1,328,1,건우3차,43.56,202206,16,16000,3,1986,경인로9번가길 11
경기도 부천시 송내동,463-60,463,60,대한,111.705,202206,18,46500,5,1994,성주로 86-24
경기도 부천시 송내동,580,580,0,삼익1,51.67,202206,1,20500,5,1979,경인로134번길 75
경기도 부천시 송내동,596-4,596,4,성라,40.79,202206,11,17700,4,1988,경인로170번길 34
경기도 부천시 송내동,598-3,598,3,송내승윤노블리안,52.827,202206,5,34500,3,2020,심곡로34번길 38-12
경기도 부천시 송내동,598-3,598,3,송내승윤노블리안,47.412,202206,11,33000,10,2020,심곡로34번길 38-12
경기도 부천시 송내동,568,568,0,천평대,55.2037,202206,22,28000,6,2003,경인로137번나길 27
경기도 부천시 송내동,450-1,450,1,현대,50.49,202206,12,32500,4,1988,성주로 86-4
경기도 부천시 심곡동,365-13,365,13,JN팰리스B동,36.71,202206,17,19000,10,2012,장말로 367
경기도 부천시 심곡동,349-3,349,3,노마즈하우스,14.28,202206,8,6600,17,2012,부천로 47
경기도 부천시 심곡동,349-3,349,3,노마즈하우스,14.28,202206,8,6650,11,2012,부천로 47
경기도 부천시 심곡동,349-3,349,3,노마즈하우스,14.28,202206,28,6600,17,2012,부천로 47
경기도 부천시 심곡동,458-2,458,2,다온하브,15.292,202206,25,12000,8,2005,부일로 429
경기도 부천시 심곡동,391-4,391,4,대준블루온,19.43,202206,8,11200,5,2014,신흥로26번길 36
경기도 부천시 심곡동,Jan-36,36,1,부천우림필유에듀파크,59.7435,202206,4,52000,5,2019,조마루로 363
경기도 부천시 심곡동,146-3,146,3,정다운가,14.88,202206,9,9000,9,2013,부일로 503
경기도 부천시 심곡동,356-9,356,9,제이비팰리스,41.64,202206,13,27500,11,2017,부천로57번길 8
경기도 부천시 심곡본동,617-11,617,11,롯데APT,60.89,202206,5,36000,4,1984,심곡로67번길 74
경기도 부천시 심곡본동,588,588,0,부천라비앙로제APT,161.93,202206,14,45000,7,2006,경인로 190
경기도 부천시 심곡본동,634,634,0,아남APT,84.94,202206,2,30000,1,1992,심곡로 83
경기도 부천시 심곡본동,666-5,666,5,알찬집,12.67,202206,17,8860,12,2012,심곡로9번길 43
경기도 부천시 약대동,161-5,161,5,다청림,80.74,202206,9,36500,6,2007,수도로48번길 18-13
경기도 부천시 약대동,216-1,216,1,부천아이파크,182.24,202206,8,124000,20,2017,평천로 679
경기도 부천시 약대동,216-1,216,1,부천아이파크,182.24,202206,8,124000,20,2017,평천로 679
경기도 부천시 여월동,01-01,1,1,영화참마음,84.965,202206,2,38500,7,2000,성곡로98번길 15
경기도 부천시 역곡동,409,409,0,부천동부센트레빌12단지,59.66,202206,4,58500,9,2006,역곡로45번길 36
경기도 부천시 역곡동,409,409,0,부천동부센트레빌12단지,96.44,202206,18,68000,1,2006,지봉로77번길 35
경기도 부천시 역곡동,409,409,0,부천동부센트레빌12단지,59.66,202206,21,59000,3,2006,역곡로45번길 36
경기도 부천시 역곡동,407,407,0,역곡4차e-편한세상,59.95,202206,7,57700,10,2005,역곡로20번길 91
경기도 부천시 역곡동,75,75,0,일두,42.36,202206,5,34800,3,1983,부일로725번길 18
경기도 부천시 역곡동,Feb-98,98,2,현진,56.7,202206,22,32000,3,1986,지봉로107번길 44
경기도 부천시 오정동,590-2,590,2,누리안아파트,77.97,202206,1,45000,2,2007,상오정로7번길 43
경기도 부천시 오정동,726,726,0,오정휴먼시아2단지,84.69,202206,16,67000,9,2006,오정로 253
경기도 부천시 오정동,726,726,0,오정휴먼시아2단지,84.69,202206,28,70000,14,2006,오정로 253
경기도 부천시 오정동,415-4,415,4,효행복마을,14.638,202206,8,6000,4,2013,오정로211번길 73
경기도 부천시 오정동,415-4,415,4,효행복마을,14.638,202206,8,6000,4,2013,오정로211번길 73
경기도 부천시 오정동,415-4,415,4,효행복마을,14.638,202206,8,6000,4,2013,오정로211번길 73
경기도 부천시 오정동,415-4,415,4,효행복마을,14.638,202206,20,6000,6,2013,오정로211번길 73
경기도 부천시 옥길동,771-1,771,1,옥길센트리뷰,84.8,202206,20,70000,4,2017,옥길로 55
경기도 부천시 원미동,177-20,177,20,우진,42.76,202206,13,16500,4,1987,조종로78번길 15
경기도 부천시 원미동,114-1,114,1,원미동풍림,84.744,202206,11,56500,15,1999,원미로 100
경기도 부천시 원미동,101-1,101,1,한화미리움,59.1418,202206,8,34000,5,2007,조종로27번길 17
경기도 부천시 원미동,197-2,197,2,해맑은,47.898,202206,1,22000,3,2004,원미로57번길 52
경기도 부천시 원종동,341-3,341,3,경인,48.51,202206,7,24300,1,1988,성지로 65
경기도 부천시 원종동,273-6,273,6,대성,49.32,202206,7,20000,3,1987,원종로51번길 52
경기도 부천시 원종동,121,121,0,동문5차,58.95,202206,2,40000,4,1998,상오정로182번길 21
경기도 부천시 원종동,121,121,0,동문5차,58.95,202206,8,40000,5,1998,상오정로182번길 21
경기도 부천시 원종동,384-3,384,3,무궁화,45,202206,17,21000,4,1987,삼작로367번길 20
경기도 부천시 원종동,352,352,0,미성,43.71,202206,4,29000,3,1983,삼작로410번길 66
경기도 부천시 원종동,275-23,275,23,보강쉐르빌,32.975,202206,19,15000,5,2002,원종로51번길 20
경기도 부천시 원종동,207,207,0,삼신12,50.61,202206,16,26000,2,1989,원종로9번길 25
경기도 부천시 원종동,366-3,366,3,삼신아파트-2,43.85,202206,7,20400,1,1988,삼작로402번길 13
경기도 부천시 원종동,276-2,276,2,성락,46.26,202206,9,29000,4,1988,원종로51번길 14-14
경기도 부천시 원종동,69-18,69,18,욱일6차,55.98,202206,1,27500,1,1986,소사로 838-15
경기도 부천시 원종동,469,469,0,원종e편한세상,76.54,202206,4,49500,6,2005,삼작로368번길 15-12
경기도 부천시 원종동,140,140,0,유호가동,46.26,202206,23,15000,5,1988,성오로 134
경기도 부천시 원종동,300,300,0,한솔,69.2118,202206,4,39900,8,2003,원종로85번길 104
경기도 부천시 중동,1182,1182,0,그린타운(우성1),128.94,202206,3,94000,24,1993,중동로 204
경기도 부천시 중동,1029,1029,0,금강마을(주공),49.77,202206,1,49000,2,1994,계남로 106
경기도 부천시 중동,1041,1041,0,덕유마을(주공2),45,202206,14,37000,3,1996,도약로 146
경기도 부천시 중동,1040,1040,0,덕유마을(주공3),58.74,202206,11,44900,1,1996,중동로 327
경기도 부천시 중동,1041,1041,0,덕유마을(주공4),59.98,202206,2,54000,11,1996,도약로 146
경기도 부천시 중동,1041,1041,0,덕유마을(주공4),59.98,202206,18,53000,19,1996,도약로 146
경기도 부천시 중동,1179,1179,0,미리내마을(금호),84.93,202206,30,75500,16,1994,조마루로285번길 47
경기도 부천시 중동,1178,1178,0,미리내마을(우성),33.54,202206,4,29700,7,1993,소향로 206
경기도 부천시 중동,1178,1178,0,미리내마을(우성),33.54,202206,4,29900,10,1993,소향로 206
경기도 부천시 중동,1178,1178,0,미리내마을(우성),33.54,202206,18,29800,7,1993,소향로 206
경기도 부천시 중동,1179,1179,0,미리내마을(한신),41.85,202206,9,39700,5,1994,조마루로285번길 47
경기도 부천시 중동,1179,1179,0,미리내마을(한신),41.85,202206,14,39800,7,1994,조마루로285번길 47
경기도 부천시 중동,1173-1,1173,1,보람마을(동남),84.94,202206,3,60500,2,1995,석천로 107
경기도 부천시 중동,1172,1172,0,보람마을(아주),59.94,202206,1,58900,13,1995,조마루로 134
경기도 부천시 중동,1172,1172,0,보람마을(아주),84.94,202206,14,65000,22,1995,조마루로 134
경기도 부천시 중동,1186,1186,0,복사골(시영),39.55,202206,18,33500,15,1992,중동로 166
경기도 부천시 중동,1037,1037,0,은하마을(동부),134.67,202206,3,101000,12,1993,석천로 216
경기도 부천시 중동,1039,1039,0,은하마을(주공1),49.67,202206,1,49300,11,1995,중동로 301
경기도 부천시 중동,1039,1039,0,은하마을(주공1),39.87,202206,1,37000,16,1995,중동로 301
경기도 부천시 중동,1038,1038,0,은하마을(주공2),47.4,202206,3,44500,15,1995,계남로 144
경기도 부천시 중동,1036,1036,0,은하마을(효성),134.07,202206,12,92500,5,1994,중동로279번길 22
경기도 부천시 중동,1170,1170,0,포도마을(삼보),75.195,202206,21,64500,12,1994,조마루로 135
경기도 부천시 춘의동,127,127,0,광성,79.75,202206,3,37000,7,1994,옥산로138번길 30
경기도 성남분당구 구미동,88,88,0,까치마을(2단지)(주공),58.14,202206,18,98200,10,1995,미금일로 22
경기도 성남분당구 구미동,63,63,0,까치마을(4단지)(선경),70.66,202206,4,129000,11,1995,미금일로 58
경기도 성남분당구 구미동,212,212,0,무지개(12단지)(주공뜨란체),58.14,202206,3,72000,12,1995,미금로22번길 10
경기도 성남분당구 구미동,220,220,0,무지개(4단지)(주공),58.14,202206,28,53510,8,1995,미금로 66
경기도 성남분당구 금곡동,141,141,0,청솔마을(대원),129.45,202206,4,158500,12,1994,미금로 215
경기도 성남분당구 금곡동,141,141,0,청솔마을(대원),84.97,202206,5,119000,4,1994,미금로 215
경기도 성남분당구 금곡동,177,177,0,청솔마을(영남),84.96,202206,23,127500,21,1995,성남대로171번길 8
경기도 성남분당구 백현동,530,530,0,판교알파리움2단지,96.815,202206,10,220000,19,2015,판교역로 145
경기도 성남분당구 분당동,66,66,0,장안타운(건영),131.55,202206,6,137000,3,1993,장안로41번길 13
경기도 성남분당구 분당동,66,66,0,장안타운(건영),131.76,202206,18,128000,19,1993,장안로25번길 28
경기도 성남분당구 서현동,91,91,0,시범한양,28.71,202206,2,55000,6,1991,중앙공원로 17
경기도 성남분당구 서현동,92,92,0,시범현대,59.55,202206,8,117000,4,1991,중앙공원로 20
경기도 성남분당구 서현동,310,310,0,효자촌(대창),84.696,202206,8,119500,1,1994,분당로263번길 13
경기도 성남분당구 서현동,301,301,0,효자촌(삼환),94.487,202206,13,144000,13,1992,돌마로476번길 31
경기도 성남분당구 서현동,292,292,0,효자촌(임광),101.34,202206,15,125000,1,1992,불정로 397
경기도 성남분당구 서현동,299,299,0,효자촌(현대),101.64,202206,14,151000,12,1992,분당로201번길 17
경기도 성남분당구 수내동,27,27,0,양지마을(3단지)(금호),134.48,202206,3,201000,9,1992,내정로 151
경기도 성남분당구 수내동,54,54,0,파크타운(삼익),184.78,202206,14,185000,7,1993,내정로166번길 42
경기도 성남분당구 수내동,52,52,0,파크타운(서안),184.78,202206,7,188000,7,1993,수내로 148
경기도 성남분당구 수내동,75,75,0,푸른마을(쌍용),176.77,202206,23,200000,15,1992,백현로 227
경기도 성남분당구 야탑동,205,205,0,매화마을(주공3),49.77,202206,6,82500,12,1993,양현로 537
경기도 성남분당구 야탑동,211,211,0,매화마을(주공4),41.85,202206,8,67000,12,1993,장미로 193
경기도 성남분당구 야탑동,211,211,0,매화마을(주공4),35.28,202206,18,56000,5,1993,장미로 193
경기도 성남분당구 야탑동,215,215,0,매화마을공무원2,58.71,202206,8,80000,13,1995,장미로 139
경기도 성남분당구 야탑동,163,163,0,목련마을(한신),78.9,202206,13,83500,7,1994,판교로 627
경기도 성남분당구 야탑동,162,162,0,목련마을(한일),50.82,202206,2,64000,10,1995,판교로 645
경기도 성남분당구 야탑동,330,330,0,장미마을(동부),84.99,202206,12,115000,1,1993,장미로 55
경기도 성남분당구 야탑동,334,334,0,장미마을(현대),75.188,202206,29,80000,9,1993,장미로 101
경기도 성남분당구 야탑동,525,525,0,탑마을(경남)1,101.97,202206,14,132000,12,1994,판교로 519
경기도 성남분당구 야탑동,525,525,0,탑마을(경남)1,134.79,202206,18,133000,13,1994,판교로 519
경기도 성남분당구 야탑동,511,511,0,탑마을(쌍용)1,131.4,202206,13,154000,4,1993,양현로 272
경기도 성남분당구 이매동,133,133,0,아름마을(삼호),158.4,202206,4,212000,21,1992,탄천로 95
경기도 성남분당구 이매동,143,143,0,아름마을(효성),130.35,202206,10,191000,2,1994,이매로 16
경기도 성남분당구 이매동,111,111,0,이매촌(진흥),59.58,202206,1,100000,8,1993,양현로 138
경기도 성남분당구 이매동,124,124,0,이매촌(한신),66.27,202206,11,136500,25,1992,서현로 181
경기도 성남분당구 정자동,14-3,14,3,동양정자파라곤(1단지),166.38,202206,1,191000,9,2004,정자일로 210
경기도 성남분당구 정자동,14-1,14,1,동양정자파라곤(2단지),146.37,202206,4,185000,11,2004,정자일로 220
경기도 성남분당구 정자동,200,200,0,정든마을(1단지)(동아),154.89,202206,15,158000,3,1995,불정로 141
경기도 성남분당구 정자동,191,191,0,정든마을(6단지)(한진),134.97,202206,14,150000,6,1995,내정로 24
경기도 성남분당구 정자동,110,110,0,한솔마을(1단지)(청구),101.99,202206,1,144000,9,1994,불정로 219
경기도 성남분당구 정자동,110,110,0,한솔마을(1단지)(청구),84.965,202206,11,133000,5,1994,불정로 219
경기도 성남분당구 정자동,110,110,0,한솔마을(1단지)(청구),49.35,202206,14,82500,14,1994,불정로 219
경기도 성남분당구 정자동,117,117,0,한솔마을(6단지)(주공),39.87,202206,2,79000,10,1995,내정로 54
경기도 성남분당구 정자동,117,117,0,한솔마을(6단지)(주공),39.87,202206,5,80000,9,1995,내정로 54
경기도 성남분당구 판교동,635,635,0,판교원마을6단지(진원로제비앙),83.33,202206,13,132000,7,2009,판교원로 209
경기도 성남분당구 판교동,635,635,0,판교원마을6단지(진원로제비앙),83.33,202206,15,105000,16,2009,판교원로 209
경기도 성남수정구 고등동,592,592,0,호반써밋판교밸리,84.9872,202206,13,126000,6,2019,고등로 34
경기도 성남수정구 단대동,185-13,185,13,훼밀리웰빙,84.991,202206,7,65400,6,2004,분당수서로 486
경기도 성남수정구 신흥동,6951,6951,0,산성역포레스티아,84.92,202206,14,125000,22,2020,수정로 319
경기도 성남수정구 신흥동,125-2,125,2,셀레스빌,77.031,202206,3,49000,5,2007,수정로 316
경기도 성남수정구 신흥동,125-2,125,2,셀레스빌,84.587,202206,3,60000,9,2007,수정로 316
경기도 성남수정구 신흥동,125-2,125,2,셀레스빌,84.587,202206,17,55000,4,2007,수정로 316
경기도 성남수정구 신흥동,Jul-65,2465,7,신동아파라디움,136.64,202206,13,83000,12,2006,공원로 322
경기도 성남수정구 창곡동,521,521,0,위례더힐55,147.7121,202206,18,190000,8,2015,위례순환로 220
경기도 성남수정구 창곡동,521,521,0,위례더힐55,147.7121,202206,18,190000,8,2015,위례순환로 220
경기도 성남수정구 창곡동,567,567,0,위례자연앤래미안이편한세상,75.99,202206,21,129000,6,2016,위례동로 61
