시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,13.06,202205,19,"11,000",4,2012,여의대방로61길 50,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,202206,3,"11,000",4,2012,여의대방로61길 50,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,202206,16,"16,600",6,2012,여의대방로61길 50,,직거래,-
서울특별시 영등포구 신길동,4942,4942,0,여의도리버뷰,12.96,202206,18,"11,500",5,2012,여의대방로61길 50,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,365,365,0,우성1,83.64,202203,25,"109,500",1,1986,도신로 68,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,365,365,0,우성1,64.4,202203,31,"98,000",9,1986,도신로 68,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4518,4518,0,우성2,64.4,202205,18,"110,000",10,1986,대방천로 180,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,65-21,65,21,프리가,13.66,202202,15,"15,400",9,2013,영등포로 390,,직거래,-
서울특별시 영등포구 신길동,65-21,65,21,프리가,16.09,202203,14,"14,800",6,2013,영등포로 390,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,65-21,65,21,프리가,13.6,202203,31,"13,000",14,2013,영등포로 390,,중개거래,서울 영등포구
서울특별시 영등포구 신길동,4969,4969,0,힐스테이트클래시안,59.91,202205,18,"104,500",12,2020,신길로28길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동1가,147,147,0,어반힐,25.42,202205,22,"31,500",8,2019,선유로25길 5,,중개거래,서울 영등포구
서울특별시 영등포구 양평동1가,271,271,0,영등포중흥에스클래스,84.95,202203,11,"130,000",17,2021,선유서로24길 6,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,Jan-38,38,1,삼성래미안,114.63,202201,18,"117,000",17,1998,영등포로3길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,45,45,0,상록수,59.67,202201,17,"61,000",11,1999,영등포로 17,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,45,45,0,상록수,59.67,202204,15,"64,000",6,1999,영등포로 17,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,45,45,0,상록수,59.99,202205,23,"51,000",13,1999,영등포로 17,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,23,23,0,양평벽산블루밍,59.58,202201,15,"81,000",13,1990,선유서로21길 19,,중개거래,서울 영등포구
서울특별시 영등포구 양평동2가,23,23,0,양평벽산블루밍,59.58,202202,26,"83,000",13,1990,선유서로21길 19,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,Jan-90,90,1,거성파스텔,59.96,202205,7,"96,000",8,1999,선유로43가길 24,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,24,24,0,삼천리,84.94,202204,9,"110,000",9,2000,선유서로 115,,직거래,-
서울특별시 영등포구 양평동3가,24,24,0,삼천리,59.95,202205,19,"85,000",8,2000,선유서로 115,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,24,24,0,삼천리,59.95,202206,1,"94,500",11,2000,선유서로 115,,중개거래,서울 영등포구
서울특별시 영등포구 양평동3가,102,102,0,우림루미아트,84.87,202204,9,"91,000",1,2004,선유로33길 23,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,Jan-51,51,1,경남아너스빌,70.94,202203,17,"81,000",1,2000,양평로17길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,94,94,0,삼호한숲,59.9,202204,30,"92,000",8,2000,선유로47길 34,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,12,12,0,성원,84.6,202204,21,"99,000",8,1993,양평로17길 36,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,160-2,160,2,약산,39.99,202201,22,"20,000",4,1984,선유로 269,,중개거래,서울 영등포구
서울특별시 영등포구 양평동4가,160-2,160,2,약산,33.92,202205,10,"20,500",3,1984,선유로 269,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,09-01,9,1,동보,84.48,202202,19,"89,500",1,1998,양평로23길 18,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,09-01,9,1,동보,59.4,202204,2,"87,000",8,1998,양평로23길 18,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,09-01,9,1,동보,59.4,202204,19,"89,000",12,1998,양평로23길 18,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202202,19,"94,000",13,1996,양평로24길 9,,중개거래,서울 성북구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,84.87,202203,7,"110,500",8,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,84.87,202203,20,"110,000",14,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202204,7,"90,000",4,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202206,4,"85,000",7,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202206,15,"88,000",19,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동5가,76,76,0,양평한신,59.94,202206,18,"88,500",18,1996,양평로24길 9,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,100,100,0,동양,59.86,202206,3,"83,000",6,2000,양평로30가길 15,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,99,99,0,한솔,59.28,202201,22,"81,000",14,1999,양평로30길 51,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,99,99,0,한솔,59.28,202204,12,"75,000",8,1999,양평로30길 51,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,99,99,0,한솔,59.28,202204,28,"71,500",3,1999,양평로30길 51,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,99,99,0,한솔,114.12,202205,7,"110,000",15,1999,양평로30길 51,,중개거래,서울 영등포구
서울특별시 영등포구 양평동6가,99,99,0,한솔,59.28,202205,28,"80,000",5,1999,양평로30길 51,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,28,28,0,광장,183.27,202206,29,"360,000",8,1978,여의나루로 7,,중개거래,서울 강남구
서울특별시 영등포구 여의도동,41,41,0,대교,151.74,202204,26,"304,000",8,1975,국제금융로7길 20,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,48,48,0,대우트럼프월드II,233.92,202202,4,"410,000",34,2003,여의동로 97,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,48,48,0,대우트럼프월드II,123.78,202205,10,"184,000",7,2003,여의동로 97,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Jan-55,55,1,대우트럼프월드Ⅰ,107.1,202204,14,"173,000",17,2002,여의동로 143,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Jan-55,55,1,대우트럼프월드Ⅰ,104.7,202205,18,"197,000",16,2002,여의동로 143,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-61,61,4,라이프콤비,131.6,202203,16,"160,000",20,1994,63로 32,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-61,61,4,라이프콤비,122.4,202203,22,"169,000",22,1994,63로 32,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-61,61,4,라이프콤비,131.6,202203,25,"138,000",18,1994,63로 32,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-43,43,4,롯데캐슬아이비,113.59,202201,7,"197,000",18,2005,국제금융로 86,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-43,43,4,롯데캐슬아이비,137.09,202202,22,"190,000",17,2005,국제금융로 86,,직거래,-
서울특별시 영등포구 여의도동,Apr-43,43,4,롯데캐슬아이비,113.59,202203,30,"200,000",3,2005,국제금융로 86,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,36,36,0,롯데캐슬엠파이어,163.86,202202,22,"239,000",14,2005,의사당대로 127,20220610,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,36,36,0,롯데캐슬엠파이어,120.41,202203,2,"192,000",8,2005,의사당대로 127,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,36,36,0,롯데캐슬엠파이어,193.8,202205,19,"300,000",38,2005,의사당대로 127,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,36,36,0,롯데캐슬엠파이어,107.58,202205,26,"200,000",19,2005,의사당대로 127,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,36,36,0,롯데캐슬엠파이어,163.86,202206,10,"239,000",14,2005,의사당대로 127,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,61,61,0,리첸시아,137.82,202204,11,"280,000",29,2003,여의동로 213,,중개거래,"서울 영등포구, 서울 용산구"
서울특별시 영등포구 여의도동,61,61,0,리첸시아,146.68,202204,21,"260,000",13,2003,여의동로 213,,중개거래,"서울 영등포구, 서울 용산구"
서울특별시 영등포구 여의도동,61,61,0,리첸시아,119.21,202204,27,"250,000",12,2003,여의동로 213,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,30,30,0,목화,89.26,202205,18,"217,000",3,1977,여의나루로 126,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,30,30,0,목화,49.75,202205,20,"164,000",3,1977,여의나루로 126,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,30,30,0,목화,89.26,202206,10,"218,500",3,1977,여의나루로 126,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,37,37,0,미성,92.53,202204,26,"210,000",3,1978,의사당대로 110,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Feb-30,30,2,삼부,106.38,202201,25,"272,000",9,1975,국제금융로7길 27,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,51,51,0,삼익,122.78,202205,19,"230,000",12,1974,국제금융로 109,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,51,51,0,삼익,122.78,202205,23,"234,000",9,1974,국제금융로 109,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,21-1,21,1,서울,139.31,202203,21,"425,000",12,1976,여의나루로 121,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202201,10,"260,000",14,1976,국제금융로7길 1,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202201,17,"260,000",12,1976,국제금융로7길 1,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,32,32,0,수정,150.65,202205,23,"262,700",10,1976,국제금융로7길 1,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,11-01,11,1,순복음(초원),66.94,202204,19,"115,000",14,1971,국회대로76가길 11,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,50,50,0,시범,60.96,202205,5,"174,500",11,1971,63로 45,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,40,40,0,장미,133.69,202204,13,"255,000",3,1978,국제금융로7길 32,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,54,54,0,진주,71.97,202203,19,"80,000",2,1977,국제금융로 108-6,,직거래,-
서울특별시 영등포구 여의도동,42,42,0,한양,149.52,202203,29,"258,000",4,1975,국제금융로 79,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,42,42,0,한양,109.42,202204,14,"203,000",1,1975,국제금융로 79,,중개거래,서울 영등포구
서울특별시 영등포구 여의도동,Apr-40,40,4,화랑,104.5,202204,5,"219,000",7,1977,국제금융로7가길 21,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,649,649,0,두산위브,114.08,202203,19,"124,500",10,2004,신길로60나길 9,,중개거래,"서울 관악구, 서울 영등포구"
서울특별시 영등포구 영등포동,651,651,0,라르파크,30.2372,202205,11,"50,000",15,2021,신길로61길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,648,648,0,순영웰라이빌,84.88,202203,5,"93,500",6,2002,영등포로62길 42,,중개거래,"서울 서초구, 서울 영등포구"
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202203,4,"123,000",14,2002,도신로29길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202203,30,"121,500",23,2002,도신로29길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,59.912,202204,16,"110,000",4,2002,도신로29길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.908,202204,18,"131,000",21,2002,도신로29길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,84.908,202205,7,"138,000",12,2002,도신로29길 28,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동,647,647,0,영등포푸르지오,79.777,202205,24,"128,000",19,2002,도신로29길 28,,중개거래,"서울 영등포구, 서울 용산구"
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202202,8,"11,800",7,2012,경인로114길 62,,직거래,-
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.89,202202,9,"12,200",6,2012,경인로114길 62,,중개거래,서울 양천구
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202202,10,"12,700",10,2012,경인로114길 62,,중개거래,"서울 양천구, 서울 영등포구"
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.89,202202,22,"13,500",5,2012,경인로114길 62,,직거래,-
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202202,22,"13,500",11,2012,경인로114길 62,,직거래,-
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202203,7,"12,800",9,2012,경인로114길 62,,중개거래,"서울 양천구, 서울 영등포구"
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202203,16,"12,000",2,2012,경인로114길 62,20220517,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202203,30,"12,000",2,2012,경인로114길 62,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,145,145,0,내이처해밀,14.24,202205,14,"12,000",2,2012,경인로114길 62,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.97,202201,15,"15,000",9,2013,경인로112길 4-7,,직거래,-
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.4,202203,21,"14,000",7,2013,경인로112길 4-7,,직거래,-
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.05,202203,21,"14,000",9,2013,경인로112길 4-7,20220321,직거래,-
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.05,202203,21,"13,500",11,2013,경인로112길 4-7,,직거래,-
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.97,202204,27,"14,000",12,2013,경인로112길 4-7,20220512,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,Apr-75,75,4,스테이72여의도,12.97,202204,27,"14,000",12,2013,경인로112길 4-7,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,14.8376,202202,9,"20,000",7,2020,경인로 900,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,14.8376,202203,2,"18,500",3,2020,경인로 900,,중개거래,서울 동대문구
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,14.8376,202204,27,"19,300",6,2020,경인로 900,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,Feb-94,94,2,여의도더리브스타일,30.2696,202205,16,"50,000",17,2020,경인로 900,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,113-1,113,1,여의도시티아이,13.87,202205,12,"13,800",14,2013,경인로 882,,중개거래,"서울 마포구, 서울 영등포구"
서울특별시 영등포구 영등포동1가,113-1,113,1,여의도시티아이,12.59,202205,27,"13,500",14,2013,경인로 882,,중개거래,서울 마포구
서울특별시 영등포구 영등포동1가,113-1,113,1,여의도시티아이,12.59,202205,27,"13,000",18,2013,경인로 882,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,29,29,0,여의도의아침,12.38,202203,22,"15,000",4,2012,경인로114길 12,,직거래,-
서울특별시 영등포구 영등포동1가,29,29,0,여의도의아침,12.38,202205,11,"13,500",5,2012,경인로114길 12,,직거래,-
서울특별시 영등포구 영등포동1가,29,29,0,여의도의아침,12.09,202205,27,"12,000",6,2012,경인로114길 12,,직거래,-
서울특별시 영등포구 영등포동1가,Jan-40,40,1,창방누리애,84.37,202204,9,"80,000",7,2006,경인로114가길 11-1,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,13.331,202202,10,"12,500",9,2011,경인로114가길 14,,중개거래,서울 양천구
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,12.988,202203,18,"11,100",5,2011,경인로114가길 14,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동1가,144,144,0,헤렌어반,21.396,202205,4,"15,000",8,2011,경인로114가길 14,,직거래,-
서울특별시 영등포구 영등포동2가,94-129,94,129,경동미르웰여의도,14.03,202202,14,"20,000",10,2017,버드나루로7길 3,,직거래,-
서울특별시 영등포구 영등포동2가,94-129,94,129,경동미르웰여의도,14.03,202205,4,"14,500",6,2017,버드나루로7길 3,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,12.23,202201,5,"15,000",8,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,13.35,202201,21,"15,500",10,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,13.35,202201,28,"15,400",7,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,13.35,202202,18,"15,500",11,2013,국회대로54길 65,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,12.12,202202,25,"15,000",10,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동2가,28-117,28,117,이지리움S,12.4,202202,28,"15,000",11,2013,국회대로54길 65,,직거래,-
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202201,10,"11,000",11,2014,영중로6길 12,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202203,3,"13,200",12,2014,영중로6길 12,,직거래,-
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202203,28,"11,430",5,2014,영중로6길 12,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202204,22,"11,300",3,2014,영중로6길 12,,직거래,-
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202205,16,"11,500",9,2014,영중로6길 12,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동3가,19-2,19,2,포레스트힐시티,13.53,202205,25,"11,700",13,2014,영중로6길 12,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202201,12,"13,000",10,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202202,15,"14,000",10,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202203,21,"14,000",6,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202205,11,"14,000",6,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202205,11,"14,000",9,2012,문래로 191,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202205,16,"13,000",7,2012,문래로 191,,중개거래,서울 송파구
서울특별시 영등포구 영등포동4가,103,103,0,영등포그랑그루,12.1,202206,2,"14,500",11,2012,문래로 191,,중개거래,"서울 광진구, 서울 영등포구"
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,114.77,202203,3,"132,000",13,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202203,3,"100,700",18,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202203,26,"82,800",1,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202204,5,"95,900",4,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,59.9,202205,27,"100,700",16,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,Jan-46,46,1,경남아너스빌,84.93,202206,3,"125,000",9,1998,양산로 177,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,202,202,0,브라운스톤,84.9,202204,15,"95,000",6,2004,버드나루로12가길 13,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,202,202,0,브라운스톤,84.78,202204,23,"98,500",10,2004,버드나루로12가길 13,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,84.65,202204,15,"161,000",16,2017,국회대로54길 10,,중개거래,"서울 강남구, 서울 영등포구"
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,115.58,202204,23,"220,000",33,2017,국회대로54길 10,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,84.65,202205,4,"162,000",25,2017,국회대로54길 10,,중개거래,서울 서초구
서울특별시 영등포구 영등포동7가,203,203,0,아크로타워스퀘어,84.65,202205,10,"164,500",20,2017,국회대로54길 10,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,94-99,94,99,여의휴젠느,35.42,202201,8,"50,000",17,2018,국회대로56길 13,,중개거래,"서울 마포구, 서울 영등포구"
서울특별시 영등포구 영등포동7가,94-99,94,99,여의휴젠느,36.85,202201,26,"53,500",15,2018,국회대로56길 13,,중개거래,"경기 남양주시, 서울 영등포구"
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.98,202202,18,"13,500",12,2012,버드나루로 85,,직거래,-
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.9,202205,14,"12,400",5,2012,버드나루로 85,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.98,202205,28,"12,900",9,2012,버드나루로 85,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동7가,94-51,94,51,훼미리하우스117,16.98,202205,28,"13,390",10,2012,버드나루로 85,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,91,91,0,당산푸르지오,114.51,202203,2,"165,000",8,2004,영중로 154,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,91,91,0,당산푸르지오,114.51,202203,22,"156,000",11,2004,영중로 154,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,Jan-76,76,1,삼환,84.87,202205,13,"125,000",13,1999,영중로 145,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202202,18,"13,500",19,2012,영중로 120,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202203,1,"13,500",18,2012,영중로 120,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202203,15,"13,500",18,2012,영중로 120,,중개거래,서울 영등포구
서울특별시 영등포구 영등포동8가,Jan-51,51,1,영등포메이준2011,12.11,202205,25,"13,500",17,2012,영중로 120,,중개거래,"서울 광진구, 서울 영등포구"
서울특별시 용산구 도원동,03-07,3,7,도원,34.81,202206,1,"26,000",3,1983,새창로12길 11-15,,중개거래,서울 용산구
서울특별시 용산구 도원동,23,23,0,삼성래미안,84.69,202206,3,"153,000",21,2001,새창로 70,,중개거래,서울 용산구
서울특별시 용산구 도원동,03-04,3,4,제일1,45.26,202202,16,"24,000",5,1971,새창로12길 11-7,20220331,중개거래,서울 용산구
서울특별시 용산구 도원동,03-04,3,4,제일1,45.26,202203,30,"18,500",3,1971,새창로12길 11-7,,중개거래,서울 용산구
서울특별시 용산구 도원동,03-04,3,4,제일1,45.26,202204,18,"20,000",1,1971,새창로12길 11-7,,중개거래,서울 용산구
서울특별시 용산구 도원동,03-04,3,4,제일1,45.26,202204,30,"25,000",4,1971,새창로12길 11-7,,중개거래,서울 용산구
서울특별시 용산구 도원동,03-04,3,4,제일1,45.26,202205,11,"29,500",1,1971,새창로12길 11-7,,중개거래,서울 용산구
서울특별시 용산구 동자동,45,45,0,센트레빌아스테리움서울,145.2,202204,19,"180,000",24,2013,한강대로 372,,직거래,-
서울특별시 용산구 동자동,45,45,0,센트레빌아스테리움서울,131.05,202205,7,"165,000",12,2013,한강대로 372,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-6,24,6,CJ나인파크,84.98,202205,2,"156,000",26,2007,백범로90다길 12,,중개거래,서울 용산구
서울특별시 용산구 문배동,40-19,40,19,삼라마이다스빌2,72.48,202204,16,"120,000",3,2004,백범로90라길 28,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-21,24,21,아크로타워,84.97,202203,19,"147,000",2,2007,백범로90길 26,,중개거래,서울 용산구
서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,84.03,202204,14,"153,000",25,2015,백범로90길 90,,중개거래,서울 용산구
서울특별시 용산구 문배동,11-10,11,10,용산KCC웰츠타워,84.03,202205,9,"147,500",38,2015,백범로90길 90,,직거래,-
서울특별시 용산구 문배동,24-4,24,4,용산큐브,13.01,202202,18,"18,400",15,2013,백범로90길 12,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-4,24,4,용산큐브,13.01,202205,18,"19,000",19,2013,백범로90길 12,,직거래,-
서울특별시 용산구 문배동,24-4,24,4,용산큐브,13.01,202205,25,"19,200",20,2013,백범로90길 12,,중개거래,서울 용산구
서울특별시 용산구 문배동,11-14,11,14,이안용산1차(101동),84.99,202205,23,"136,000",5,2005,백범로90길 74,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-8,24,8,프라임팰리스,13.69,202201,29,"15,500",18,2012,백범로90길 38,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-8,24,8,프라임팰리스,21.39,202202,25,"25,300",19,2012,백범로90길 38,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-8,24,8,프라임팰리스,13.69,202204,30,"15,900",18,2012,백범로90길 38,,중개거래,서울 용산구
서울특별시 용산구 문배동,24-8,24,8,프라임팰리스,13.69,202206,3,"18,800",19,2012,백범로90길 38,,직거래,-
서울특별시 용산구 보광동,151,151,0,리버빌(삼성),59.7,202204,30,"121,500",5,2000,보광로5길 40,,중개거래,서울 용산구
서울특별시 용산구 보광동,448,448,0,신동아1,84.93,202204,7,"221,000",1,1992,보광로 14,,중개거래,"서울 강남구, 서울 용산구"
서울특별시 용산구 산천동,204,204,0,한강타운,59.69,202204,9,"104,000",7,2001,새창로8길 157,,중개거래,서울 용산구
서울특별시 용산구 서빙고동,241-21,241,21,신동아,140.81,202203,18,"405,000",10,1984,이촌로 347,,중개거래,서울 용산구
서울특별시 용산구 서빙고동,241-47,241,47,한강르네상스,60.42,202204,15,"145,000",6,2010,서빙고로62길 27,,중개거래,서울 용산구
